BioSample accession no.,SourceSeq.,Strain_ID/Alias,IsolatYear,SourceCountry,Serogroup_type,ST,No. void loci
SAMEA101005168,ERR2525427,,,,,69,0
SAMEA101006668,ERR2525429,,,,,69,0
SAMEA101007418,ERR2525430,,,,,69,0
SAMEA101008168,ERR2525431,,,,,555,26
SAMEA101009668,ERR2525432,,,,,69,0
SAMEA101010418,ERR2525433,,,,,69,0
SAMEA101011168,ERR2525434,,,,,69,2
SAMEA101011918,ERR2525435,,,,,69,0
SAMEA101013418,ERR2525436,,,,,69,0
SAMEA101014168,ERR2525437,,,,,69,0
SAMEA101014918,ERR2525438,,,,,69,0
SAMEA101015668,ERR2525439,,,,,69,0
SAMEA101017168,ERR2525440,,,,,69,0
SAMEA101017918,ERR2525441,,,,,69,0
SAMEA101018668,ERR2525442,,,,,69,0
SAMEA101019418,ERR2525443,,,,,69,0
SAMEA101020168,ERR2525444,,,,,69,0
SAMEA101021668,ERR2525445,,,,,69,0
SAMEA101022418,ERR2525446,,,,,69,0
SAMEA101023168,ERR2525447,,,,,69,0
SAMEA101024668,ERR2525448,,,,,69,0
SAMEA103920796,ERR2632087,,,,,,36
SAMEA103920797,ERR2632088,,,,,,31
SAMEA103920798,ERR2632089,,,,,69,0
SAMEA103920799,ERR2632090,,,,,69,0
SAMEA103920800,ERR2632091,,,,,,71
SAMEA103920802,ERR2632093,,,,,69,1
SAMEA103920803,ERR2632094,,,,,69,3
SAMEA103920804,ERR2632095,,,,,69,6
SAMEA103920806,ERR2632097,,,,,69,9
SAMEA103920807,ERR2632098,,,,,69,6
SAMEA103920809,ERR2632100,,,,,,79
SAMEA103920810,ERR2632101,,,,,69,0
SAMEA103920811,ERR2632102,,,,,69,2
SAMEA103920812,ERR2632103,,,,,,64
SAMEA103920813,ERR2632104,,,,,,79
SAMEA103920814,ERR2632105,,,,,69,3
SAMEA103920815,ERR2632106,,,,,69,6
SAMEA103920817,ERR2632108,,,,,,34
SAMEA103920818,ERR2632109,,,,,69,3
SAMEA103920819,ERR2632110,,,,,69,10
SAMEA103920821,ERR2632112,,,,,69,4
SAMEA103920822,ERR2632113,,,,,69,6
SAMEA103920823,ERR2632114,,,,,69,3
SAMEA103920824,ERR2632115,,,,,,70
SAMEA103920826,ERR2632117,,,,,69,0
SAMEA103920827,ERR2632118,,,,,69,3
SAMEA103920828,ERR2632119,,,,,,75
SAMEA103920829,ERR2632120,,,,,69,36
SAMEA103920830,ERR2632121,,,,,69,6
SAMEA103920831,ERR2632122,,,,,69,4
SAMEA103920832,ERR2632123,,,,,71,16
SAMEA103920833,ERR2632124,,,,,,64
SAMEA103920834,ERR2632125,,,,,69,3
SAMEA103920835,ERR2632126,,,,,69,2
SAMEA103920836,ERR2632127,,,,,,44
SAMEA103920837,ERR2632128,,,,,564,57
SAMEA103920838,ERR2632129,,,,,69,4
SAMEA103920839,ERR2632130,,,,,69,3
SAMEA103920840,ERR2632131,,,,,,50
SAMEA103920842,ERR2632133,,,,,69,3
SAMEA103920843,ERR2632134,,,,,69,4
SAMEA103920844,ERR2632135,,,,,69,4
SAMEA103920845,ERR2632136,,,,,69,0
SAMEA103920846,ERR2632137,,,,,69,2
SAMEA103920847,ERR2632138,,,,,69,1
SAMEA103920848,ERR2632139,,,,,69,0
SAMEA103920849,ERR2632140,,,,,69,0
SAMEA103920850,ERR2632141,,,,,69,4
SAMEA103920851,ERR2632142,,,,,69,11
SAMEA103920852,ERR2632143,,,,,69,4
SAMEA103920853,ERR2632144,,,,,69,0
SAMEA103920854,ERR2632145,,,,,69,0
SAMEA103920855,ERR2632146,,,,,69,4
SAMEA103920856,ERR2632147,,,,,69,0
SAMEA103920857,ERR2632148,,,,,69,0
SAMEA103920858,ERR2632149,,,,,69,0
SAMEA103920859,ERR2632150,,,,,42,36
SAMEA103920860,ERR2632151,,,,,,69
SAMEA103920861,ERR2632152,,,,,69,2
SAMEA103920862,ERR2632153,,,,,69,2
SAMEA103920863,ERR2632154,,,,,69,2
SAMEA103920864,ERR2632155,,,,,69,1
SAMEA103920865,ERR2632156,,,,,69,0
SAMEA103920866,ERR2632157,,,,,69,3
SAMEA103920867,ERR2632158,,,,,69,0
SAMEA103920868,ERR2632159,,,,,69,1
SAMEA103920869,ERR2632160,,,,,69,2
SAMEA103920870,ERR2632161,,,,,69,0
SAMEA103920871,ERR2632162,,,,,69,3
SAMEA103920872,ERR2632163,,,,,69,3
SAMEA103920873,ERR2632164,,,,,69,28
SAMEA103920874,ERR2632165,,,,,69,0
SAMEA103920875,ERR2632166,,,,,69,1
SAMEA103920876,ERR2632167,,,,,69,5
SAMEA103920877,ERR2632168,,,,,69,3
SAMEA103920878,ERR2632169,,,,,69,0
SAMEA103920879,ERR2632170,,,,,69,0
SAMEA103920880,ERR2632171,,,,,69,17
SAMEA103920881,ERR2632172,,,,,69,5
SAMEA103920882,ERR2632173,,,,,69,7
SAMEA103920883,ERR2632174,,,,,69,1
SAMEA103920884,ERR2632175,,,,,69,2
SAMEA103920885,ERR2632176,,,,,69,1
SAMEA103920886,ERR2632177,,,,,69,5
SAMEA103920887,ERR2632178,,,,,69,6
SAMEA103920888,ERR2632179,,,,,69,27
SAMEA103920889,ERR2632180,,,,,73,13
SAMEA103920890,ERR2632181,,,,,73,11
SAMEA104418380,ERR2748966,,,,O1,69,1
SAMEA104418377,ERR2748967,,,,O1,69,1
SAMEA104418378,ERR2748968,,,,O1,69,1
SAMEA104418379,ERR2748969,,,,O1,69,1
SAMEA104418381,ERR2748970,,,,O1,69,1
SAMEA104418382,ERR2748971,,,,O1,69,1
SAMEA104418385,ERR2749004,,,,,69,1
SAMEA104418393,ERR2749012,,,,,69,5
SAMEA104418418,ERR2749037,,,,,69,6
SAMEA1919968,ERR298221,S11VC,,,,,65
SAMEA1919969,ERR298222,S16VC,,,,,61
SAMEA1919970,ERR298223,S17VC,,,,,26
SAMEA1919971,ERR298224,S23VC,,,,,59
SAMEA1919972,ERR298225,S25VC,,,,,39
SAMEA1919973,ERR298226,S30VC,,,,,26
SAMEA1919974,ERR298227,S31VC,,,,,26
SAMEA1919977,ERR298229,S33VC,,,,,25
SAMEA1919979,ERR298230,S34VC,,,,,25
SAMEA1919978,ERR298231,S35VC,,,,,26
SAMEA1919976,ERR298232,S37VC,,,,,25
SAMEA1919980,ERR298233,S51VC,,,,,25
SAMEA1919982,ERR298234,S52VC,,,,,53
SAMEA1919981,ERR298235,S54VC,,,,,40
SAMEA1919983,ERR298236,S56VC,,,,,44
SAMEA1919984,ERR298237,S60VC,,,,,75
SAMEA1919985,ERR298238,S62VC,,,,,44
SAMEA1919986,ERR298239,S64VC,,,,,26
SAMEA1919987,ERR298240,S67VC,,,,886,59
SAMEA1919988,ERR298241,S69VC,,,,,28
SAMEA1919990,ERR298242,S71VC,,,,,41
SAMEA1919989,ERR298243,S72VC,,,,,48
SAMEA1919993,ERR298244,S75VC,,,,69,2
SAMEA1919991,ERR298245,S79VC,,,,69,11
SAMEA1919992,ERR298246,S80VC,,,,19,27
SAMEA1919994,ERR298247,S81VC,,,,,66
SAMEA1919999,ERR298248,S82VC,,,,69,11
SAMEA1919995,ERR298250,S84VC,,,,,25
SAMEA1919997,ERR298251,S85VC,,,,,64
SAMEA1919998,ERR298252,S86VC,,,,,27
SAMEA1920000,ERR298253,SA3VC,,,,,65
SAMEA1920001,ERR298254,BR2VC,,,,796,33
SAMEA1920003,ERR298256,BR4VC,,,,69,0
SAMEA1920004,ERR298258,BR6VC,,,,355,40
SAMEA1920006,ERR298259,BR7VC,,,,,78
SAMEA1920007,ERR298260,BR8VC,,,,,76
SAMEA1920008,ERR298261,BR9VC,,,,,20
SAMEA1920009,ERR298262,BR10VC,,,,69,2
SAMEA2240675,ERR351174,4966,2009,India,O1,69,2
SAMEA2240676,ERR351175,5046,,,O1,69,2
SAMEA2240677,ERR351176,5064,,,O1,69,1
SAMEA2240678,ERR351177,5157,,,O1,69,2
SAMEA2240679,ERR351178,5159,,,O1,69,2
SAMEA2240680,ERR351179,5185,,,O1,69,1
SAMEA2240681,ERR351180,5186,,,O1,69,2
SAMEA2240682,ERR351181,5188,,,O1,69,1
SAMEA2240683,ERR351182,5189,,,O1,69,3
SAMEA2240684,ERR351183,5197,,,O1,69,2
SAMEA2240685,ERR351184,5198,,,O1,69,2
SAMEA2240686,ERR351185,5202,,,O1,69,1
SAMEA2240687,ERR351186,5235,,,O1,69,2
SAMEA2240688,ERR351187,5238,,,O1,69,9
SAMEA2240689,ERR351188,5286,,,O1,69,1
SAMEA2240690,ERR351189,5365,,,O1,69,1
SAMEA2240691,ERR351190,5366,,,O1,69,3
SAMEA2240692,ERR351191,5417,2009,India,O1,69,1
SAMEA2240693,ERR351192,5663,,,O1,69,2
SAMEA2240694,ERR351193,6016,,,O1,69,1
SAMEA2240695,ERR351194,6099,,,O1,69,1
SAMEA2240696,ERR351195,6109,,,O1,69,3
SAMEA2240697,ERR351196,6111,,,O1,69,2
SAMEA2240698,ERR351197,6235,,,O1,69,2
SAMEA2240699,ERR351198,6236,,,O1,69,3
SAMEA2240700,ERR351199,6259,,,O1,69,4
SAMEA2240701,ERR351200,6361,,,O1,69,1
SAMEA2240702,ERR351201,6394,,,O1,69,1
SAMEA2240703,ERR351202,6554,2009,India,O1,69,10
SAMEA2240704,ERR351203,6557,,,O1,69,2
SAMEA2240705,ERR351204,6702,,,O1,69,0
SAMEA2240706,ERR351205,6734,,,O1,69,2
SAMEA2240707,ERR351206,6801,2009,India,O1,69,3
SAMEA2240792,ERR351207,7683,,,O1,69,1
SAMEA2240793,ERR351208,7772,,,O1,69,1
SAMEA2240794,ERR351209,7934,,,O1,69,1
SAMEA2240795,ERR351210,7994,,,O1,69,2
SAMEA2240796,ERR351211,9088,,,O1,69,1
SAMEA1971700,ERR386620,L149,2007,DR Congo,,515,2
SAMEA2161144,ERR386621,L223,2012,Guinea,,69,0
SAMEA2156516,ERR386622,L148,2007,DR Congo,,515,1
SAMEA2147961,ERR386623,L7,2009,DR Congo,,515,3
SAMEA2160128,ERR386624,L169,2007,DR Congo,,515,0
SAMEA2162576,ERR386625,186,2009,DR Congo,,515,2
SAMEA2158777,ERR386626,L214,2012,Guinea,,69,0
SAMEA2158734,ERR386627,L124,2007,DR Congo,,515,1
SAMEA2160596,ERR386628,L210,2012,DR Congo,,515,0
SAMEA2143322,ERR386629,622,2009,DR Congo,,515,0
SAMEA2157993,ERR386630,L49,2009,DR Congo,,69,0
SAMEA2160575,ERR386631,L155,2007,DR Congo,,515,4
SAMEA2149624,ERR386632,L143,2007,DR Congo,,515,0
SAMEA2145674,ERR386633,L221,2012,Guinea,,69,0
SAMEA2163122,ERR386634,L112,2007,DR Congo,,330,44
SAMEA2151120,ERR386635,L116,2007,DR Congo,,,65
SAMEA1964261,ERR386636,L183,2012,DR Congo,,515,0
SAMEA1970004,ERR386637,L163,2007,DR Congo,,515,2
SAMEA2144052,ERR386638,14,2009,DR Congo,,69,9
SAMEA2159372,ERR386639,L98,2009,DR Congo,,69,2
SAMEA2152891,ERR386640,133,,Rwanda,,69,5
SAMEA2160591,ERR386641,L266,2012,Zambia,,515,0
SAMEA2153480,ERR386642,L259,2012,Zambia,,515,0
SAMEA2143955,ERR386643,L249,2012,Zambia,,515,0
SAMEA1963998,ERR386644,L235,2012,Guinea,,69,0
SAMEA2142927,ERR386645,L260,2012,Zambia,,515,0
SAMEA2150696,ERR386646,L267,2012,Zambia,,515,1
SAMEA2159402,ERR386647,L201,2012,DR Congo,,515,0
SAMEA2156267,ERR386648,L253,2012,Zambia,,515,0
SAMEA2154237,ERR386649,L265,2012,Zambia,,515,0
SAMEA2158350,ERR386650,L175,2012,DR Congo,,515,0
SAMEA2147360,ERR386651,L261,2012,Zambia,,515,0
SAMEA1972834,ERR386652,L255,2012,Zambia,,515,1
SAMEA2153500,ERR386653,L258,2012,Zambia,,515,0
SAMEA2146433,ERR386654,L275,2012,Zambia,,,36
SAMEA2144605,ERR386656,L273,2012,Zambia,,515,1
SAMEA2145021,ERR386657,L270,2012,Zambia,,515,0
SAMEA2146729,ERR386658,L233,2009,Guinea,,69,0
SAMEA2159290,ERR386659,L272,2012,Zambia,,515,0
SAMEA2153920,ERR386660,L236,2012,Guinea,,69,0
SAMEA2152544,ERR386661,L268,2012,Zambia,,515,0
SAMEA2158707,ERR386662,L252,2012,Zambia,,515,0
SAMEA2160668,ERR386663,L254,2012,Zambia,,515,0
SAMEA2156636,ERR386664,L178,2012,DR Congo,,515,1
SAMEA2161190,ERR386665,L262,2012,Zambia,,515,0
SAMEA2154964,ERR386666,L211,2012,Guinea,,69,0
SAMEA2151441,ERR386667,L88,2009,DR Congo,,69,2
SAMEA2152736,ERR386668,L250,2012,Zambia,,515,0
SAMEA2146377,ERR386669,L251,2012,Zambia,,515,0
SAMEA2154360,ERR386670,L271,2012,Zambia,,515,0
SAMEA2157712,ERR386671,L181,2012,DR Congo,,88,48
SAMEA2156164,ERR386672,217,2009,DR Congo,,69,2
SAMEA1968441,ERR386673,L256,2012,Zambia,,515,1
SAMEA2142757,ERR386674,L220,2012,Guinea,,69,0
SAMEA2158738,ERR386675,82,2009,DR Congo,,515,1
SAMEA2148228,ERR386676,L269,2012,Zambia,,515,0
SAMEA2154382,ERR386677,L106,2009,DR Congo,,69,4
SAMEA2150785,ERR386678,L217,2012,Guinea,,69,0
SAMEA2161775,ERR386679,L231,2012,Guinea,,69,0
SAMEA2150963,ERR386680,L30,2009,DR Congo,,515,1
SAMEA2154217,ERR386681,L179,2012,DR Congo,,515,5
SAMEA2147428,ERR386682,L226,2012,Guinea,,69,0
SAMEA1968664,ERR386683,2,2009,DR Congo,,515,0
SAMEA1970633,ERR386684,L186,2012,DR Congo,,515,1
SAMEA1967731,ERR386685,L228,2012,Guinea,,69,0
SAMEA2154065,ERR386686,L234,2012,Guinea,,69,0
SAMEA2157454,ERR386687,L215,2012,Guinea,,69,0
SAMEA2144649,ERR386688,L174,2012,DR Congo,,515,3
SAMEA2160759,ERR386689,L264,2012,Zambia,,515,0
SAMEA2163482,ERR386690,3,2009,DR Congo,,69,0
SAMEA2151021,ERR386691,706,2009,DR Congo,,69,1
SAMEA2143740,ERR386692,L274,2012,Zambia,,515,5
SAMEA2157363,ERR386693,L203,2012,DR Congo,,515,0
SAMEA2154513,ERR386694,678,2009,DR Congo,,69,0
SAMEA2163315,ERR386695,L198,2012,DR Congo,,515,0
SAMEA2154756,ERR386696,L218,2012,Guinea,,69,0
SAMEA2151760,ERR386697,L146,2007,DR Congo,,69,2
SAMEA2143247,ERR386698,726,2009,DR Congo,,515,2
SAMEA2149362,ERR386699,L159,2007,DR Congo,,515,1
SAMEA2152957,ERR386700,L208,2012,DR Congo,,515,0
SAMEA2143909,ERR386701,L194,2012,DR Congo,,515,0
SAMEA2147314,ERR386702,L207,2012,DR Congo,,515,1
SAMEA1973024,ERR386703,L230,2012,Guinea,,69,0
SAMEA2162578,ERR386704,L237,2012,Guinea,,69,0
SAMEA2151987,ERR386708,L123,2007,DR Congo,,515,0
SAMEA2152000,ERR386709,L225,2012,Guinea,,69,0
SAMEA2161632,ERR386710,L209,2012,DR Congo,,515,0
SAMEA2155915,ERR386711,L204,2012,DR Congo,,515,0
SAMEA2161302,ERR386712,L193,2012,DR Congo,,515,0
SAMEA2156844,ERR386713,L18,2009,DR Congo,,69,4
SAMEA2160382,ERR386714,L158,2007,DR Congo,,,68
SAMEA2163257,ERR386715,L200,2012,DR Congo,,515,0
SAMEA2151457,ERR386717,L144,2007,DR Congo,,515,0
SAMEA2154527,ERR386718,L192,2012,DR Congo,,515,0
SAMEA2157057,ERR386719,L197,2012,DR Congo,,515,3
SAMEA2154833,ERR386720,L213,2012,Guinea,,69,0
SAMEA2149586,ERR386721,L206,2012,DR Congo,,515,0
SAMEA2160488,ERR386722,L115,2007,DR Congo,,,40
SAMEA2162240,ERR386723,L219,2012,Guinea,,69,0
SAMEA2155096,ERR386724,L165,2007,DR Congo,,515,0
SAMEA2156521,ERR386725,L136,2007,DR Congo,,330,51
SAMEA2162695,ERR386726,L127,2007,DR Congo,,515,0
SAMEA2149865,ERR386727,L142,2007,DR Congo,,69,5
SAMEA2156098,ERR386728,L205,2012,DR Congo,,515,0
SAMEA2161854,ERR386729,L240,2012,Guinea,,69,0
SAMEA2163298,ERR386730,L257,2012,Zambia,,515,6
SAMEA2152562,ERR386731,342,,Comoros,,69,0
SAMEA2162803,ERR386732,L246,2012,Guinea,,,49
SAMEA2159373,ERR386733,L188,2012,DR Congo,,515,0
SAMEA1966147,ERR386734,15,2009,DR Congo,,69,1
SAMEA2154183,ERR386736,L227,2012,Guinea,,69,0
SAMEA2145159,ERR386737,681,2009,DR Congo,,69,1
SAMEA1973251,ERR386738,L278,,Rwanda,,69,6
SAMEA2156693,ERR386739,L224,2012,Guinea,,69,0
SAMEA2163066,ERR386740,669,2009,DR Congo,,69,0
SAMEA2161652,ERR386741,L187,2012,DR Congo,,515,0
SAMEA2146389,ERR386742,L196,2012,DR Congo,,515,0
SAMEA2147252,ERR386743,L164,2007,DR Congo,,515,2
SAMEA2162673,ERR386744,L162,2007,DR Congo,,515,1
SAMEA2151936,ERR386745,L239,2012,Guinea,,69,0
SAMEA2152097,ERR386746,L244,2012,Guinea,,69,0
SAMEA2160910,ERR386747,L166,2007,DR Congo,,515,0
SAMEA1973174,ERR386748,L161,2007,DR Congo,,515,1
SAMEA2154860,ERR386749,L173,2007,DR Congo,,69,58
SAMEA2153186,ERR386750,L171,2007,DR Congo,,69,1
SAMEA2162893,ERR386751,L177,2012,DR Congo,,515,0
SAMEA2145658,ERR386752,L154,2007,DR Congo,,69,1
SAMEA2148522,ERR386753,L167,2007,DR Congo,,515,0
SAMEA2145416,ERR386754,L199,2012,DR Congo,,515,2
SAMEA2162987,ERR386755,L212,2012,Guinea,,69,0
SAMEA2160468,ERR386756,L114,2007,DR Congo,,,66
SAMEA2151527,ERR386757,L243,2012,Guinea,,69,0
SAMEA2160467,ERR386758,L128,2007,DR Congo,,515,3
SAMEA2144293,ERR386759,L126,2007,DR Congo,,515,0
SAMEA2154252,ERR386760,L10,2009,DR Congo,,69,1
SAMEA2142469,ERR386761,L153,2007,DR Congo,,69,2
SAMEA2151510,ERR386762,L191,2012,DR Congo,,515,1
SAMEA2146814,ERR386763,259,2009,DR Congo,,69,0
SAMEA2148253,ERR386764,L222,2013,Guinea,,69,0
SAMEA2149569,ERR386765,L248,2012,Zambia,,515,0
SAMEA2154533,ERR386767,L172,2007,DR Congo,,69,3
SAMEA2162020,ERR386768,L160,2007,DR Congo,,515,0
SAMEA2158485,ERR386769,L121,2007,DR Congo,,515,14
SAMEA2155214,ERR386771,341,,Comoros,,,37
SAMEA2152661,ERR386772,L176,2012,DR Congo,,515,0
SAMEA2152364,ERR386773,L129,2007,DR Congo,,69,2
SAMEA2148345,ERR386774,L156,2007,DR Congo,,69,0
SAMEA2142633,ERR386775,L182,2012,DR Congo,,515,0
SAMEA2147870,ERR386776,L141,2007,DR Congo,,515,2
SAMEA2202426,ERR425053,CIRS89,,,,69,0
SAMEA2202457,ERR425054,CIRS91,,,,69,0
SAMEA2202504,ERR425056,CIRS95,,,,69,0
SAMEA2202534,ERR425058,CIRS100,,,,69,0
SAMEA2202574,ERR425061,CIRS107,,,,69,0
SAMEA2202597,ERR425063,CIRS108,,,,69,0
SAMEA2202644,ERR425065,CIRS109,,,,69,0
SAMEA2202678,ERR425067,CIRS110,,,,69,0
SAMEA2202706,ERR425069,CIRS112,,,,69,0
SAMEA2202730,ERR425071,CIRS114,,,,69,1
SAMEA2202775,ERR425076,CIRS117,,,,69,0
SAMEA2202785,ERR425078,CIRS119,,,,69,1
SAMEA2202879,ERR425080,CIRS125,,,,69,0
SAMEA2202835,ERR425082,CIRS127,,,,69,0
SAMEA2202869,ERR425084,CIRS131,,,,69,1
SAMEA2202954,ERR425086,CIRS133,,,,69,0
SAMEA2202920,ERR425090,CIRS137,,,,69,0
SAMEA2203437,ERR425095,CIRS139,,,,69,0
SAMEA2203439,ERR425098,CIRS140,,,,69,0
SAMEA2203440,ERR425099,CIRS141,,,,69,0
SAMEA2203443,ERR425102,CIRS142,,,,69,0
SAMEA2203447,ERR425106,CIRS145,,,,69,0
SAMEA2203448,ERR425107,CIRS146,,,,69,0
SAMEA2203449,ERR425108,CIRS149,,,,69,0
SAMEA2203454,ERR425113,CIRS158,,,,69,0
SAMEA2203455,ERR425114,CIRS160,,,,69,0
SAMEA2203458,ERR425117,CIRS162,,,,69,0
SAMEA2203460,ERR425119,CIRS163,,,,69,1
SAMEA2203463,ERR425122,CIRS169,,,,69,0
SAMEA2203464,ERR425123,CIRS171,,,,69,0
SAMEA2203471,ERR425130,CIRS172,,,,69,0
SAMEA2203475,ERR425134,CIRS174,,,,69,0
SAMEA2203476,ERR425135,CIRS176,,,,69,0
SAMEA2203477,ERR425136,CIRS178,,,,69,0
SAMEA2203479,ERR425138,CIRS179,,,,69,0
SAMEA2203481,ERR425140,CIRS181,,,,69,0
SAMEA2203484,ERR425143,CIRS182,,,,69,0
SAMEA2203487,ERR425146,CIRS184,,,,69,1
SAMEA2203492,ERR425151,CIRS191,,,,69,1
SAMEA2203495,ERR425153,CIRS192,,,,69,0
SAMEA2203500,ERR425158,CIRS193,,,,69,0
SAMEA2203501,ERR425159,CIRS198,,,,69,0
SAMEA2203507,ERR425165,CIRS200,,,,69,0
SAMEA2203512,ERR425170,CIRS201,,,,69,0
SAMEA2203514,ERR425172,CIRS205,,,,69,0
SAMEA2203521,ERR425178,CIRS207,,,,69,1
SAMEA2203525,ERR425182,CIRS208,,,,69,2
SAMEA2203531,ERR425187,CIRS209,,,,69,1
SAMEA2203533,ERR425189,CIRS212,,,,69,2
SAMEA2203535,ERR425191,CIRS214,,,,69,0
SAMEA2203536,ERR425192,CIRS216,,,,69,0
SAMEA2203538,ERR425194,CIRS220,,,,69,0
SAMEA2203543,ERR425199,CIRS221,,,,69,1
SAMEA2203546,ERR425202,CIRS223,,,,69,0
SAMEA2203549,ERR425205,CIRS225,,,,69,0
SAMEA2203553,ERR425209,CIRS226,,,,69,0
SAMEA2203559,ERR425215,CIRS227,,,,69,1
SAMEA2203563,ERR425219,CIRS231,,,,69,0
SAMEA2203569,ERR425225,CIRS233,,,,69,0
SAMEA2203571,ERR425227,CIRS235,,,,69,3
SAMEA2203573,ERR425229,CIRS238,,,,69,0
SAMEA2203577,ERR425233,CIRS239,,,,69,9
SAMEA2203579,ERR425235,CIRS240,,,,69,0
SAMEA2203588,ERR425244,CIRS249,,,,69,0
SAMEA2203591,ERR425246,CIRS255,,,,69,0
SAMEA2203596,ERR425251,CIRS256,,,,69,1
SAMEA2203600,ERR425255,CIRS259,,,,69,0
SAMEA2203608,ERR425263,CIRS263,,,,69,0
SAMEA2203611,ERR425266,CIRS272,,,,69,0
SAMEA2203614,ERR425268,CIRS276,,,,69,0
SAMEA2203617,ERR425271,CIRS279,,,,69,0
SAMEA2203621,ERR425275,CIRS281,,,,69,1
SAMEA2203624,ERR425278,CIRS282,,,,69,1
SAMEA2203628,ERR425281,CIRS284,,,,69,0
SAMEA2203635,ERR425288,CIRS285,,,,69,0
SAMEA2203641,ERR425294,CIRS293,,,,69,1
SAMEA2203644,ERR425297,CIRS295,,,,69,1
SAMEA2203647,ERR425300,CIRS297,,,,69,0
SAMEA2203652,ERR425304,CIRS322,,,,69,0
SAMEA2203657,ERR425309,CIRS331,,,,69,0
SAMEA2203664,ERR425316,CIRS335,,,,69,0
SAMEA2203666,ERR425318,CIRS337,,,,69,0
SAMEA2203668,ERR425320,CIRS339,,,,69,0
SAMEA2203671,ERR425323,CIRS344,,,,69,0
SAMEA2203673,ERR425325,CIRS347,,,,69,0
SAMEA2203675,ERR425327,CIRS362,,,,69,1
SAMEA2203679,ERR425331,CIRS363,,,,69,0
SAMEA2203649,ERR438775,CIRS300,,,,69,0
SAMEA2201864,ERR438776,CIRS106,,,,69,0
SAMEA2203048,ERR438778,CIRS138,,,,69,0
SAMEA2203517,ERR438780,CIRS206,,,,69,1
SAMEA2300098,ERR466829,119492,2013,Mexico,,69,0
SAMEA2300099,ERR466830,119493,2013,Mexico,,69,0
SAMEA2300100,ERR466831,119494,2013,Mexico,,69,0
SAMEA2300101,ERR466832,119495,2013,Mexico,,69,0
SAMEA2300102,ERR466833,119496,2013,Mexico,,69,0
SAMEA2300103,ERR466834,119497,2013,Mexico,,69,0
SAMEA2300104,ERR466835,119498,2013,Mexico,,69,0
SAMEA2300105,ERR466836,119499,2013,Mexico,,69,0
SAMEA2300106,ERR466837,119500,2013,Mexico,,69,0
SAMEA2300107,ERR466838,119501,2013,Mexico,,69,0
SAMEA2300108,ERR466839,119502,2013,Mexico,,69,0
SAMEA2300109,ERR466840,119503,2013,Mexico,,69,0
SAMEA2300110,ERR466841,119504,2013,Mexico,,69,0
SAMEA2300111,ERR466842,119505,2013,Mexico,,69,0
SAMEA2300112,ERR466843,119506,2013,Mexico,,69,0
SAMEA2300113,ERR466844,119507,2013,Mexico,,69,0
SAMEA2300114,ERR466845,119508,2013,Mexico,,69,0
SAMEA2300115,ERR466846,119509,2013,Mexico,,69,0
SAMEA2300116,ERR466847,119510,2013,Mexico,,69,0
SAMEA2300117,ERR466848,119511,2013,Mexico,,69,0
SAMEA2300118,ERR471120,119512,2013,Mexico,,69,0
SAMEA2300119,ERR471121,119513,2013,Mexico,,69,4
SAMEA2300120,ERR471122,119514,2013,Mexico,,69,0
SAMEA2300121,ERR471123,119515,2013,Mexico,,69,0
SAMEA2300122,ERR471124,119516,2013,Mexico,,69,0
SAMEA2300123,ERR471125,119517,2013,Mexico,,69,0
SAMEA2300124,ERR471126,119518,2013,Mexico,,69,0
SAMEA2300125,ERR471127,119519,2013,Mexico,,69,0
SAMEA2300126,ERR471128,119520,2013,Mexico,,69,0
SAMEA2300127,ERR471129,119521,2013,Mexico,,69,0
SAMEA2275606,ERR471130,VC_166,,,,69,0
SAMEA2275607,ERR471131,VC_167,,,,69,0
SAMEA2275608,ERR471132,VC_170,,,,69,0
SAMEA2275609,ERR471133,VC_182,,,,69,1
SAMEA2275610,ERR471134,VC_189,,,,69,0
SAMEA2275611,ERR471135,VC_191,,,,69,0
SAMEA2275612,ERR471136,VC_193,,,,69,0
SAMEA2275613,ERR471137,VC_202,,,,69,0
SAMEA2275614,ERR471138,VC_203,,,,69,0
SAMEA2275596,ERR471140,VC_88,,,,69,0
SAMEA2275597,ERR471141,VC_135,,,,69,0
SAMEA2275600,ERR471143,VC_143,,,,69,0
SAMEA2275604,ERR471144,VC_160,,,,69,0
SAMEA2275605,ERR471145,VC_164,,,,69,0
SAMEA2147701,ERR484735,517,2009,DR Congo,,69,1
SAMEA2157259,ERR484738,L263,2012,Zambia,,515,0
SAMEA2518992,ERR568406,Extract_02,,,,69,0
SAMEA2518993,ERR568407,Extract_03,,,,69,0
SAMEA2518994,ERR568408,Extract_04,,,,69,0
SAMEA2518995,ERR568409,Extract_05,,,,69,0
SAMEA2518996,ERR568410,Extract_06,,,,69,0
SAMEA2518997,ERR568411,Extract_07,,,,69,1
SAMEA2518998,ERR568412,Extract_08,,,,69,1
SAMEA2518999,ERR568413,Extract_09,,,,69,0
SAMEA2519000,ERR568414,Extract_10,,,,69,0
SAMEA2519001,ERR568415,Extract_11,,,,69,0
SAMEA2519002,ERR568416,Extract_12,,,,69,0
SAMEA2444992,ERR572514,352STDY5784574,,,,515,2
SAMEA2444994,ERR572515,352STDY5784576,,,,515,3
SAMEA2444995,ERR572516,352STDY5784577,,,,515,2
SAMEA2445001,ERR572517,352STDY5784583,,,,69,1
SAMEA2445002,ERR572518,352STDY5784584,,,,69,5
