BioSample,ST,Void_loci,SourceSeq,AMR genes,Identifier,SourceCountry,IsolatYear,Serogroup_type,Plasmid
SAMEA103910256,69,5,ERR1880828,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_IDH02959,India,2010 ,,
SAMEA103910257,69,5,ERR1880829,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_J16173,India,2004 ,,
SAMEA103910258,69,3,ERR1880830,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_J4770,India,2004 ,,
SAMEA103910259,69,4,ERR1880831,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_K12759,India,2005 ,,
SAMEA103910260,69,1,ERR1880832,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_K9398,India,2005 ,,
SAMEA103910261,69,2,ERR1880833,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_L19089,India,2006 ,,
SAMEA103910262,69,3,ERR1880834,"catB9, dfrA1, varG",THSTI_L9496,India,2006 ,,
SAMEA103910263,69,4,ERR1880835,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_NLC8,India,1999 ,,
SAMEA103910264,69,5,ERR1880836,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_RC12,India,2001 ,,
SAMEA103910265,69,2,ERR1880837,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA18, floR, sul2, varG",THSTI_V108,India,1990 ,,
SAMEA103910266,69,2,ERR1880838,"aph(3'')-Ib, aph(6)-Id, catB9, sul2, varG",THSTI_V12,India,1989 ,,
SAMEA103910267,69,1,ERR1880839,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA18, floR, sul2, varG",THSTI_V149,India,1990 ,,
SAMEA103910268,69,32,ERR1880840,"aadA1, catB9, sul1, varG",THSTI_V156,India,1991 ,,
SAMEA103910269,69,3,ERR1880841,"aph(3')-Ia, blaTEM-1, catB9, dfrA1, sul1, varG",THSTI_V157,India,1991 ,,IncC
SAMEA103910270,69,2,ERR1880842,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_V8,India,1989 ,,
SAMEA103910272,69,2,ERR1880844,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",THSTI_VC63,India,1992 ,,
SAMEA104124975,68,7,ERR2008310,varG,150136,,,,
SAMEA104124976,68,7,ERR2008311,varG,150137,,,,
SAMEA104124977,68,16,ERR2008312,varG,930125,,,,
SAMEA104124978,69,4,ERR2008340,"catB9, varG",CNRVC030089,Mexico,1991 ,,
SAMEA104124979,69,0,ERR2008341,"aadA1, catB9, sul1, varG",CNRVC030096,Mexico,1991 ,,
SAMEA104124980,69,3,ERR2008342,"aadA1, catB9, sul1, varG",CNRVC030097,Mexico,1991 ,,
SAMEA104124981,69,8,ERR2008343,"catB9, varG",CNRVC030098,Mexico,1991 ,,
SAMEA104124982,69,4,ERR2008344,"catB9, varG",CNRVC030099,,,,
SAMEA104124983,69,4,ERR2008345,"catB9, varG",CNRVC030100,,,,
SAMEA104124984,69,3,ERR2008346,"catB9, varG",CNRVC030104,Mexico,1991 ,,
SAMEA104124985,69,1,ERR2008347,"catB9, varG",CNRVC030106,Mexico,1991 ,,
SAMEA104124986,69,2,ERR2008348,"catB9, varG",CNRVC030107,Mexico,1992 ,,
SAMEA104124987,69,3,ERR2008349,"catB9, varG",CNRVC030109,Mexico,1992 ,,
SAMEA104124988,69,5,ERR2008350,"catB9, varG",CNRVC030110,Mexico,1992 ,,
SAMEA104124989,737,111,ERR2008351,,CNRVC030112,,,,
SAMEA104124990,69,2,ERR2008352,"aadA1, catB9, sul1, varG",CNRVC030113,Mexico,1999 ,,
SAMEA104124991,69,20,ERR2008353,"aadA1, catB9, sul1, varG",CNRVC030114,Mexico,1999 ,,
SAMEA104124992,170,10,ERR2008354,varG,CNRVC030118,,,,
SAMEA104124993,737,112,ERR2008355,,CNRVC030119,,,,
SAMEA104124994,170,10,ERR2008356,varG,CNRVC030121,,,,
SAMEA104124996,731,55,ERR2008357,varG,CNRVC030123,,,,
SAMEA104124997,69,4,ERR2008358,"catB9, varG",CNRVC030124,Mexico,1992 ,,
SAMEA104124998,69,4,ERR2008359,"catB9, varG",CNRVC030125,Mexico,1992 ,,
SAMEA104124999,69,6,ERR2008360,"aph(3')-Ia, catA1, catB9, dfrA8, sul2, tet(D), varG",CNRVC030126,Mexico,1992 ,,IncC
SAMEA104125000,69,1,ERR2008361,"catB9, varG",CNRVC030127,Mexico,1992 ,,
SAMEA104125001,69,5,ERR2008362,"catB9, varG",CNRVC030128,Mexico,1992 ,,
SAMEA104125002,69,2,ERR2008363,"aadA1, catB9, sul1, varG",CNRVC030129,Mexico,1992 ,,
SAMEA104125003,69,2,ERR2008364,"aadA1, catB9, sul1, varG",CNRVC030130,Mexico,1992 ,,
SAMEA104125004,69,2,ERR2008365,"aadA1, catB9, sul1, varG",CNRVC030132,Mexico,1993 ,,
SAMEA104125005,69,2,ERR2008366,"aadA1, catB9, sul1, varG",CNRVC030133,Mexico,1993 ,,
SAMEA104125025,69,2,ERR2008386,"catB9, varG",CNRVC030134,Mexico,1993 ,,
SAMEA104125026,69,4,ERR2008387,"aadA1, catB9, sul1, varG",CNRVC030135,Mexico,1993 ,,
SAMEA104125027,69,3,ERR2008388,"aadA1, catB9, sul1, varG",CNRVC030138,Mexico,1993 ,,
SAMEA104125028,69,3,ERR2008389,"catB9, varG",CNRVC030140,Mexico,1993 ,,
SAMEA104125030,69,2,ERR2008391,"aadA1, catB9, sul1, varG",CNRVC030142,Mexico,1993 ,,
SAMEA104125031,69,2,ERR2008392,"aadA1, catB9, sul1, varG",CNRVC030146,Mexico,1994 ,,
SAMEA104125032,69,1,ERR2008393,"aadA1, catB9, sul1, varG",CNRVC030148,Mexico,1994 ,,
SAMEA104125033,69,2,ERR2008394,"aadA1, catB9, sul1, varG",CNRVC030149,Mexico,1994 ,,
SAMEA104125034,69,2,ERR2008395,"aadA1, catB9, sul1, varG",CNRVC030150,Mexico,1994 ,,
SAMEA104125035,69,2,ERR2008396,"aadA1, catB9, sul1, varG",CNRVC030151,Mexico,1994 ,,
SAMEA104125036,69,1,ERR2008397,"aadA1, catB9, sul1, varG",CNRVC030153,Mexico,1994 ,,
SAMEA104125037,69,1,ERR2008398,"aadA1, catB9, sul1, varG",CNRVC030157,Mexico,1995 ,,
SAMEA104125038,69,2,ERR2008399,"aadA1, catB9, sul1, varG",CNRVC030158,Mexico,1995 ,,
SAMEA104125039,69,3,ERR2008400,"aadA1, catB9, sul1, varG",CNRVC030161,Mexico,1995 ,,
SAMEA104125040,69,2,ERR2008401,"aadA1, catB9, sul1, varG",CNRVC030162,Mexico,1995 ,,
SAMEA104125041,69,2,ERR2008402,"aadA1, catB9, sul1, varG",CNRVC030164,Mexico,1995 ,,
SAMEA104125042,69,4,ERR2008403,"aadA1, catB9, sul1, varG",CNRVC030165,Mexico,1995 ,,
SAMEA104125043,69,3,ERR2008404,"aadA1, catB9, sul1, varG",CNRVC030166,Mexico,1995 ,,
SAMEA104125044,69,1,ERR2008405,"catB9, varG",CNRVC030167,Mexico,1995 ,,
SAMEA104125045,69,2,ERR2008406,"aadA1, catB9, sul1, varG",CNRVC030172,Mexico,1995 ,,
SAMEA104125047,69,1,ERR2008408,"aadA1, catB9, sul1, varG",CNRVC030175,Mexico,1995 ,,
SAMEA104125048,69,1,ERR2008410,"aadA1, catB9, sul1, varG",CNRVC030179,Mexico,1996 ,,
SAMEA104125050,69,3,ERR2008411,"aadA1, catB9, sul1, varG",CNRVC030185,Mexico,1996 ,,
SAMEA104125051,69,2,ERR2008412,"aadA1, catB9, sul1, varG",CNRVC030186,Mexico,2000 ,,
SAMEA104125052,69,1,ERR2008413,"aadA1, catB9, sul1, varG",CNRVC030187,Mexico,1998 ,,
SAMEA104125053,69,2,ERR2008414,"aadA1, catB9, sul1, varG",CNRVC030188,Mexico,2000 ,,
SAMEA104125054,170,8,ERR2008415,varG,CNRVC030189,,,,
SAMEA104125055,173,23,ERR2008416,"catB9, varG",CNRVC030190,,,,
SAMEA104125056,1286,66,ERR2008417,"blaPSE, catB9, varG",CNRVC030191,,,,
SAMEA104125057,69,2,ERR2008418,"aadA1, catB9, sul1, varG",CNRVC030192,Mexico,1996 ,,
SAMEA104125058,69,1,ERR2008419,"aadA1, catB9, sul1, varG",CNRVC030196,Mexico,1997 ,,
SAMEA104125059,69,3,ERR2008420,"aadA1, catB9, sul1, varG",CNRVC030198,Mexico,1997 ,,
SAMEA104125060,69,1,ERR2008421,"aadA1, catB9, sul1, varG",CNRVC030203,Mexico,1996 ,,
SAMEA104125061,69,5,ERR2008422,"aadA1, catB9, sul1, varG",CNRVC030205,Mexico,1997 ,,
SAMEA104125062,69,2,ERR2008423,"aadA1, catB9, sul1, varG",CNRVC030206,Mexico,1997 ,,
SAMEA104125063,69,2,ERR2008424,"aadA1, catB9, sul1, varG",CNRVC030207,,,,
SAMEA104125065,69,1,ERR2008426,"aadA1, catB9, sul1, varG",CNRVC030209,Mexico,1997 ,,
SAMEA104125066,737,111,ERR2008427,,CNRVC030210,,,,
SAMEA104125067,737,133,ERR2008428,,CNRVC030211,,,,
SAMEA104125068,737,111,ERR2008429,,CNRVC030212,,,,
SAMEA104125069,69,4,ERR2008430,"aadA1, catB9, sul1, varG",CNRVC030213,Mexico,1998 ,,
SAMEA104125070,170,8,ERR2008431,varG,CNRVC030214,,,,
SAMEA104125071,737,111,ERR2008432,,CNRVC030215,,,,
SAMEA104125072,69,3,ERR2008433,"aadA1, catB9, sul1, varG",CNRVC030216,,,,
SAMEA104125073,69,1,ERR2008434,"aadA1, catB9, sul1, varG",CNRVC030217,Mexico,2000 ,,
SAMEA104125074,1286,66,ERR2008435,"blaPSE, catB9, varG",CNRVC030219,,,,
SAMEA104125079,1286,67,ERR2008743,"blaPSE, catB9, varG",CNRVC030220,,,,
SAMEA104125080,737,113,ERR2008744,,CNRVC030226,,,,
SAMEA104125081,170,8,ERR2008745,varG,CNRVC030227,,,,
SAMEA104125082,69,1,ERR2008746,"aadA1, catB9, sul1, varG",CNRVC030229,Mexico,1997 ,,
SAMEA104125083,173,23,ERR2008747,"catB9, varG",CNRVC030231,,,,
SAMEA104125084,69,3,ERR2008748,"aadA1, catB9, sul1, varG",CNRVC030238,Mexico,1998 ,,
SAMEA104125085,69,1,ERR2008749,"aadA1, catB9, sul1, varG",CNRVC030240,Mexico,1998 ,,
SAMEA104125086,69,2,ERR2008750,"aadA1, catB9, sul1, varG",CNRVC030244,Mexico,1999 ,,
SAMEA104125087,69,16,ERR2008751,"aadA1, catB9, sul1, varG",CNRVC030248,,,,
SAMEA104125088,69,6,ERR2008752,"aadA1, catB9, sul1, varG",CNRVC030250,Mexico,1998 ,,
SAMEA104125094,48,124,ERR2008754,varG,CNRVC160167,,,,
SAMEA104125095,1073,43,ERR2008755,"catB9, varG",CNRVC160168,,,,
SAMEA104125096,69,4,ERR2008756,"catB9, varG",CNRVC160169,Bolivia,1991 ,,
SAMEA104125097,69,5,ERR2008757,"catB9, varG",CNRVC160170,Brazil,1991 ,,
SAMEA104125098,69,5,ERR2008758,"catB9, varG",CNRVC160171,Brazil,1991 ,,
SAMEA104125099,69,3,ERR2008759,"catB9, varG",CNRVC160172,,,,
SAMEA104125100,69,6,ERR2008760,"catB9, varG",CNRVC160173,Colombia,1991 ,,
SAMEA104125101,69,7,ERR2008761,"catB9, varG",CNRVC160174,Colombia,1992 ,,
SAMEA104125102,69,1,ERR2008762,"catB9, varG",CNRVC940046,Peru,1991 ,,
SAMEA104125103,75,4,ERR2008763,varG,CNRVC940054,,,,
SAMEA104125104,1133,102,ERR2008764,,CNRVC940055,,,,
SAMEA104125105,48,121,ERR2008765,varG,CNRVC940056,,,,
SAMEA104125106,75,6,ERR2008766,varG,CNRVC940057,,,,
SAMEA104125107,731,52,ERR2008767,varG,CNRVC940058,,,,
SAMEA104125108,994,48,ERR2008768,varG,CNRVC940059,,,,
SAMEA104125109,1073,42,ERR2008769,"catB9, varG",CNRVC940060,,,,
SAMEA104125111,48,120,ERR2008771,varG,CNRVC940062,,,,
SAMEA1405463,69,12,ERR108586,"catB9, dfrA1, varG",4270,,,,
SAMEA1405464,69,7,ERR108587,"catB9, dfrA1, varG",4271,,,,
SAMEA1405465,69,6,ERR108585,"catB9, dfrA1, varG",4269,,,,
SAMEA1405466,69,2,ERR117577,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC56,Kenya,2010 ,,
SAMEA1405468,69,4,ERR108584,"catB9, dfrA1, varG",4268,,,,
SAMEA1405471,69,0,ERR108638,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4328,,,,
SAMEA1405472,69,6,ERR108583,"catB9, dfrA1, varG",4267,,,,
SAMEA1405473,69,3,ERR108637,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4327,,,,
SAMEA1405477,69,2,ERR117581,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC8889,Kenya,2010 ,,
SAMEA1405478,69,5,ERR108636,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4326,,,,
SAMEA1405480,69,0,ERR108635,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4325,,,,
SAMEA1405482,69,0,ERR117582,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",149,,,,
SAMEA1405484,69,7,ERR108634,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4324,,,,
SAMEA1405490,69,4,ERR108633,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4323,,,,
SAMEA1405491,69,2,ERR108588,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4272,,,,
SAMEA1405494,69,2,ERR108549,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4655,,,,
SAMEA1405495,69,2,ERR108550,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4656,India,2006 ,O1_Ogawa,
SAMEA1405496,69,7,ERR108612,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4299,,,,
SAMEA1405499,69,3,ERR108611,"catB9, dfrA1, varG",4297,,,,
SAMEA1405500,69,3,ERR108551,"catB9, dfrA1, varG",4657,,,,
SAMEA1405502,,8,ERR108534,varG,1596,,,,
SAMEA1405503,69,8,ERR108610,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4296,,,,
SAMEA1405504,69,2,ERR108547,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4653,,,,
SAMEA1405507,69,2,ERR108548,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4654,,,,
SAMEA1405508,,9,ERR108609,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4294,,,,
SAMEA1405511,69,3,ERR108617,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4305,,,,
SAMEA1405512,69,4,ERR108582,"catB9, dfrA1, varG",4266,,,,
SAMEA1405513,69,3,ERR108581,"catB9, dfrA1, varG",4265,,,,
SAMEA1405514,69,3,ERR108616,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4304,,,,
SAMEA1405516,69,3,ERR108539,"catB9, varG",353,,,,
SAMEA1405519,69,5,ERR108580,"catB9, dfrA1, varG",4264,,,,
SAMEA1405520,69,1,ERR108615,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4303,,,,
SAMEA1405521,69,9,ERR108614,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4302,,,,
SAMEA1405522,69,3,ERR108535,"catB9, varG",2006,Mexico,2004 ,,
SAMEA1405524,69,7,ERR108579,"catB9, dfrA1, varG",4263,,,,
SAMEA1405526,69,3,ERR108537,"catB9, varG",688,Mexico,2006 ,,
SAMEA1405528,69,4,ERR108613,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4300,,,,
SAMEA1405529,69,7,ERR108536,"catB9, varG",5032,Mexico,2005 ,,
SAMEA1405531,69,4,ERR108603,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4288,,,,
SAMEA1405534,69,11,ERR108604,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4289,,,,
SAMEA1405537,,4,ERR108605,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4290,,,,
SAMEA1405538,,40,ERR117494,varG,114,,,,
SAMEA1405540,69,3,ERR108601,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4286,,,,
SAMEA1405543,69,8,ERR108602,"catB9, dfrA1, varG",4287,,,,
SAMEA1405546,69,5,ERR108540,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",EM_0892,,,,
SAMEA1405547,69,0,ERR117604,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC206,Kenya,2009 ,,
SAMEA1405550,69,8,ERR108608,"catB9, dfrA1, varG",4293,,,,
SAMEA1405551,69,7,ERR108589,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4273,,,,
SAMEA1405554,,3,ERR108606,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4291,,,,
SAMEA1405556,69,4,ERR108568,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4252,,,,
SAMEA1405560,69,4,ERR108607,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4292,,,,
SAMEA1405561,69,2,ERR108630,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4319,,,,
SAMEA1405563,69,5,ERR108566,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4250,,,,
SAMEA1405565,69,1,ERR108631,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4320,,,,
SAMEA1405567,69,5,ERR108632,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4322,,,,
SAMEA1405569,69,5,ERR108567,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4251,,,,
SAMEA1405571,69,4,ERR108563,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4247,,,,
SAMEA1405573,69,4,ERR108629,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4318,,,,
SAMEA1405574,69,1,ERR117544,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",XX,,,,
SAMEA1405577,69,2,ERR108564,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4248,,,,
SAMEA1405578,69,7,ERR108565,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4249,,,,
SAMEA1405581,69,11,ERR108561,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4245,,,,
SAMEA1405582,69,4,ERR108562,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4246,,,,
SAMEA1405586,69,2,ERR108559,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4243,,,,
SAMEA1405588,69,7,ERR108560,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4244,,,,
SAMEA1405590,69,2,ERR117590,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC161,Kenya,2010 ,,
SAMEA1405591,69,3,ERR108572,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4256,,,,
SAMEA1405593,69,4,ERR108622,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4310,,,,
SAMEA1405594,69,0,ERR114418,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC1709,Kenya,2009 ,,Col(pHAD28)
SAMEA1405595,69,2,ERR108516,"aadA1, catB9, sul1, varG",82,Mexico,1998 ,,
SAMEA1405596,69,11,ERR108621,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4309,,,,
SAMEA1405598,69,2,ERR117591,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",146,Kenya,2010 ,,
SAMEA1405599,69,5,ERR108571,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4255,,,,
SAMEA1405600,69,0,ERR114416,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC8678,Kenya,2009 ,,Col(pHAD28)
SAMEA1405601,69,21,ERR108517,"aadA1, catB9, sul1, varG",838,Mexico,1999 ,,
SAMEA1405602,69,0,ERR114417,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",208,,,,Col(pHAD28)
SAMEA1405605,69,4,ERR108518,"aadA1, catB9, sul1, varG",54,Mexico,1999 ,,
SAMEA1405606,69,52,ERR108574,"catB9, dfrA1, varG",4258,,,,
SAMEA1405609,69,3,ERR108624,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4312,,,,
SAMEA1405610,170,13,ERR108519,varG,1127,,,,
SAMEA1405612,69,4,ERR108623,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4311,,,,
SAMEA1405614,69,4,ERR108573,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4257,,,,
SAMEA1405617,170,18,ERR108520,varG,1876,,,,
SAMEA1405622,731,56,ERR108521,varG,909,,,,
SAMEA1405623,69,2,ERR108522,"aadA1, catB9, sul1, varG",85,Mexico,2000 ,,
SAMEA1405625,69,2,ERR108570,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4254,,,,
SAMEA1405627,69,10,ERR108620,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4308,,,,
SAMEA1405628,69,6,ERR108619,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4307,,,,
SAMEA1405629,1392,50,ERR108523,varG,848,,,,
SAMEA1405630,69,8,ERR108569,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4253,,,,
SAMEA1405634,69,1,ERR108592,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4276,,,,
SAMEA1405635,69,3,ERR108591,"catB9, dfrA1, varG",4275,,,,
SAMEA1405640,69,2,ERR108590,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4274,,,,
SAMEA1405642,69,3,ERR108594,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4278,,,,
SAMEA1405644,69,5,ERR108593,"catB9, dfrA1, varG",4277,,,,
SAMEA1405646,69,5,ERR108596,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4281,,,,
SAMEA1405648,69,2,ERR108627,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4315,,,,
SAMEA1405650,69,16,ERR108625,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4313,,,,
SAMEA1405653,,94,ERR117507,"aadA2, qnrVC, sul1",85C,,,,
SAMEA1405655,69,9,ERR108626,"catB9, dfrA1, varG",4314,,,,
SAMEA1405656,69,5,ERR108595,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4279,,,,
SAMEA1405657,,93,ERR117568,,98,,,,
SAMEA1405660,69,10,ERR108600,"catB9, dfrA1, varG",4285,,,,
SAMEA1405662,69,10,ERR108599,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4284,,,,
SAMEA1405664,69,5,ERR108598,"catB9, dfrA1, varG",4283,,,,
SAMEA1405665,69,3,ERR108628,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4316,,,,
SAMEA1405666,69,6,ERR108597,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4282,,,,
SAMEA1405668,173,26,ERR108524,"blaTEM-116, catB9, varG",2710,,,,
SAMEA1405669,69,8,ERR108642,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4332,,,,
SAMEA1405671,69,2,ERR108641,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4331,,,,
SAMEA1405674,69,1,ERR117484,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNE11B,Kenya,2010 ,,
SAMEA1405675,69,0,ERR108640,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4330,,,,
SAMEA1405677,69,8,ERR108644,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4334,,,,
SAMEA1405681,1133,115,ERR108527,,2709,,,,
SAMEA1405682,69,0,ERR117482,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNE134B,Kenya,2009 ,,
SAMEA1405683,,50,ERR117565,varG,04C,,,,
SAMEA1405684,69,3,ERR108643,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4333,,,,
SAMEA1405685,173,26,ERR108525,"catB9, varG",2174,,,,
SAMEA1405689,69,2,ERR108544,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4650,,,,
SAMEA1405690,69,5,ERR108618,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4306,,,,
SAMEA1405691,,34,ERR108529,varG,644,,,,
SAMEA1405692,69,0,ERR108646,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4336,,,,
SAMEA1405696,69,6,ERR108645,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4335,,,,
SAMEA1405697,69,0,ERR114415,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNC8673,Kenya,2009 ,,Col(pHAD28)
SAMEA1405699,731,56,ERR108528,varG,1354,,,,
SAMEA1405700,69,0,ERR117556,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",KNEXXH,Kenya,2009 ,,
SAMEA1405701,,41,ERR108531,varG,1582,China,1990 ,,
SAMEA1405702,69,8,ERR108546,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4652,,,,
SAMEA1405705,69,2,ERR108545,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4651,,,,
SAMEA1405707,,35,ERR108530,varG,1835,,,,
SAMEA1405709,69,5,ERR108647,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4337,,,,
SAMEA1405710,69,4,ERR108552,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4236,,,,
